step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
370,17450,370,0.006170175576537078,1.0,1.0,,,,0.97826087474823,0.9714285714285714,1.0,1.0,1.0,0.9855072463768115
371,17475,371,0.004977268490226076,1.0,1.0,,,,,,,,,
372,17508,372,0.00848211291605253,1.0,1.0,,,,,,,,,
373,17533,373,0.009588292055759666,1.0,1.0,,,,,,,,,
374,17574,374,0.0052706008605209725,1.0,1.0,,,,,,,,,
375,17599,375,0.005479556109006201,1.0,1.0,,,,,,,,,
376,17624,376,0.0051099724760539774,1.0,1.0,,,,,,,,,
377,17657,377,0.008797225462471941,1.0,1.0,0.010136134883024965,1.0,1.0,,,,,,
378,17786,378,0.037386029059273934,1.0,1.0,,,,,,,,,
379,17827,379,0.005779493440183615,1.0,1.0,,,,,,,,,
380,17868,380,0.005227617102249043,1.0,1.0,,,,,,,,,
381,17901,381,0.00872914082882403,1.0,1.0,,,,,,,,,
382,17982,382,0.017498087919149842,1.0,1.0,,,,,,,,,
383,18015,383,0.00790408858559431,1.0,1.0,,,,,,,,,
384,18056,384,0.005077853533686722,1.0,1.0,,,,,,,,,
385,18089,385,0.0036631167140444634,1.0,1.0,0.012814363635228193,1.0,1.0,,,,,,
386,18122,386,0.0101900941110614,1.0,1.0,,,,,,,,,
387,18147,387,0.008469455682691205,1.0,1.0,,,,,,,,,
388,18188,388,0.00446530517785368,1.0,1.0,,,,,,,,,
389,18213,389,0.0030794867682288896,1.0,1.0,,,,,,,,,
390,18238,390,0.004241252369480813,1.0,1.0,,,,,,,,,
391,18327,391,0.012792469690022533,1.0,1.0,,,,,,,,,
392,18368,392,0.006121942382329962,1.0,1.0,,,,,,,,,
393,18433,393,0.019442220682030893,1.0,1.0,0.006381066696098401,1.0,1.0,,,,,,
394,18474,394,0.004459289899687747,1.0,1.0,,,,,,,,,
395,18515,395,0.006409174696565287,1.0,1.0,,,,,,,,,
396,18540,396,0.0029228208776875893,1.0,1.0,,,,,,,,,
397,18645,397,0.026463443300660333,1.0,1.0,,,,,,,,,
398,18670,398,0.005060745925981488,1.0,1.0,,,,,,,,,
399,18695,399,0.00277868624844397,1.0,1.0,,,,,,,,,
400,18728,400,0.005215658468948732,1.0,1.0,,,,,,,,,
401,18753,401,0.014685201665655161,1.0,1.0,0.0025610368884247236,1.0,1.0,,,,,,
402,18826,402,0.03270863481563032,1.0,1.0,,,,,,,,,
403,18947,403,0.039293468341419155,1.0,1.0,,,,,,,,,
404,18972,404,0.005347372380997512,1.0,1.0,,,,,,,,,
405,19069,405,0.029180476018126834,1.0,1.0,,,,,,,,,
406,19182,406,0.04261210803226927,1.0,1.0,,,,,,,,,
407,19215,407,0.01285147528273882,1.0,1.0,,,,,,,,,
408,19256,408,0.0051810646574761005,1.0,1.0,,,,,,,,,
409,19297,409,0.004588275055159101,1.0,1.0,0.010190846248395929,1.0,1.0,,,,,,
410,19330,410,0.005118333911291302,1.0,1.0,,,,,,,,,
411,19363,411,0.007199785555521317,1.0,1.0,,,,,,,,,
412,19396,412,0.007523534953842841,1.0,1.0,,,,,,,,,
413,19437,413,0.0036133376600282646,1.0,1.0,,,,,,,,,
414,19470,414,0.00754366617161395,1.0,1.0,,,,,,,,,
415,19519,415,0.013063631419148198,1.0,1.0,,,,,,,,,
416,19560,416,0.006516043173423214,1.0,1.0,,,,,,,,,
417,19585,417,0.005909063258161117,1.0,1.0,0.004484898516798239,1.0,1.0,,,,,,
418,19610,418,0.002752600935330823,1.0,1.0,,,,,,,,,
419,19651,419,0.013112167946243973,1.0,1.0,,,,,,,,,
420,19740,420,0.010890522728516937,1.0,1.0,,,,,,,,,
421,19781,421,0.0034274939357728735,1.0,1.0,,,,,,,,,
422,19822,422,0.004551760228792545,1.0,1.0,,,,,,,,,
423,19863,423,0.005666332393690141,1.0,1.0,,,,,,,,,
424,19952,424,0.010089414473750159,1.0,1.0,,,,,,,,,
425,19977,425,0.005421592725300949,1.0,1.0,0.010154089158733087,1.0,1.0,,,,,,
426,20010,426,0.013995204517200365,1.0,1.0,,,,,,,,,
427,20043,427,0.001774006145708995,1.0,1.0,,,,,,,,,
428,20156,428,0.04210431421705575,1.0,1.0,,,,,,,,,
429,20197,429,0.008133097550726234,1.0,1.0,,,,,,,,,
430,20230,430,0.005435841163606198,1.0,1.0,,,,,,,,,
431,20271,431,0.003560666549067719,1.0,1.0,,,,,,,,,
432,20304,432,0.00933159835393269,1.0,1.0,,,,,,,,,
433,20337,433,0.0039049111738194138,1.0,1.0,0.0028419618421814145,1.0,1.0,,,,,,
434,20362,434,0.002813171208986963,1.0,1.0,,,,,,,,,
435,20427,435,0.0682248028461538,0.0,0.0,,,,,,,,,
436,20468,436,0.00482745176948265,1.0,1.0,,,,,,,,,
437,20589,437,0.0399061410026543,1.0,1.0,,,,,,,,,
438,20622,438,0.003047735501219791,1.0,1.0,,,,,,,,,
439,20687,439,0.012574506491208694,1.0,1.0,,,,,,,,,
440,20720,440,0.004962131093689095,1.0,1.0,,,,,,,,,
441,20761,441,0.005481797426770754,1.0,1.0,0.01409145276248637,1.0,1.0,,,,,,
442,20882,442,0.03914496499334654,1.0,1.0,,,,,,,,,
443,20923,443,0.00289314573109823,1.0,1.0,,,,,,,,,
444,21044,444,0.04075343354686266,1.0,1.0,,,,,,,,,
445,21069,445,0.0024204443084120918,1.0,1.0,,,,,,,,,
446,21094,446,0.0029809100659281282,1.0,1.0,,,,,,,,,
447,21183,447,0.010707999333096517,1.0,1.0,,,,,,,,,
448,21208,448,0.010865561153541422,1.0,1.0,,,,,,,,,
449,21233,449,0.0043157189534379845,1.0,1.0,0.01338142135711223,1.0,1.0,,,,,,
450,21290,450,0.040722006902027964,0.0,0.0,,,,,,,,,
451,21323,451,0.008621539468936136,1.0,1.0,,,,,,,,,
452,21356,452,0.0016761923395642953,1.0,1.0,,,,,,,,,
453,21381,453,0.005994952324253973,1.0,1.0,,,,,,,,,
454,21406,454,0.0037538246275077352,1.0,1.0,,,,,,,,,
455,21471,455,0.0195343103815992,1.0,1.0,,,,,,,,,
456,21552,456,0.015445701708838896,1.0,1.0,,,,,,,,,
457,21593,457,0.00434749203245974,1.0,1.0,0.00894231928634099,1.0,1.0,,,,,,
458,21626,458,0.0034527844001934226,1.0,1.0,,,,,,,,,
459,21659,459,0.0031894931510612424,1.0,1.0,,,,,,,,,
460,21700,460,0.006365930143310493,1.0,1.0,,,,,,,,,
461,21733,461,0.008079833049435336,1.0,1.0,,,,,,,,,
462,21846,462,0.04329203566561464,1.0,1.0,,,,,,,,,
463,21967,463,0.039069228057969356,1.0,1.0,,,,,,,,,
464,22000,464,0.008768390877131651,1.0,1.0,,,,,,,,,
465,22041,465,0.014477506232410634,1.0,1.0,0.003773284602657441,1.0,1.0,,,,,,
466,22074,466,0.006454803282881017,1.0,1.0,,,,,,,,,
467,22115,467,0.006094551668831627,1.0,1.0,,,,,,,,,
468,22236,468,0.03899099508015843,1.0,1.0,,,,,,,,,
469,22277,469,0.0044074383070502,1.0,1.0,,,,,,,,,
470,22310,470,0.003730343071833886,1.0,1.0,,,,,,,,,
471,22335,471,0.0019561042940116143,1.0,1.0,,,,,,,,,
472,22464,472,0.03706168061357318,1.0,1.0,,,,,,,,,
473,22513,473,0.009730118836945013,1.0,1.0,0.004400895589583342,1.0,1.0,,,,,,
474,22538,474,0.005502700208481884,1.0,1.0,,,,,,,,,
475,22563,475,0.003366184840212251,1.0,1.0,,,,,,,,,
476,22596,476,0.004876155591334737,1.0,1.0,,,,,,,,,
477,22685,477,0.007369980880529594,1.0,1.0,,,,,,,,,
478,22726,478,0.00423608940248505,1.0,1.0,,,,,,,,,
479,22759,479,0.005535398244869327,1.0,1.0,,,,,,,,,
480,22800,480,0.004159781519101672,1.0,1.0,,,,,,,,,
481,22833,481,0.002388506317552128,1.0,1.0,0.0029051203060234346,1.0,1.0,,,,,,
482,22874,482,0.004042849869679457,1.0,1.0,,,,,,,,,
483,22907,483,0.0039954076296243105,1.0,1.0,,,,,,,,,
484,22940,484,0.003777253892267254,1.0,1.0,,,,,,,,,
485,23029,485,0.005931295647388157,1.0,1.0,,,,,,,,,
486,23142,486,0.041633564051607466,1.0,1.0,,,,,,,,,
487,23175,487,0.002843823245318617,1.0,1.0,,,,,,,,,
488,23216,488,0.004904347977841099,1.0,1.0,,,,,,,,,
489,23281,489,0.007685642883870116,1.0,1.0,0.010009516712578563,1.0,1.0,,,,,,
490,23370,490,0.004961004897752446,1.0,1.0,,,,,,,,,
491,23403,491,0.14175609523382882,0.0,0.0,,,,,,,,,
492,23444,492,0.004405457678391486,1.0,1.0,,,,,,,,,
493,23469,493,0.0029353828574415763,1.0,1.0,,,,,,,,,
494,23502,494,0.008325506376517779,1.0,1.0,,,,,,,,,
495,23727,495,0.030515501271879658,1.0,1.0,,,,,,,,,
496,23768,496,0.003250050957994745,1.0,1.0,,,,,,,,,
497,23793,497,0.0024827693286867242,1.0,1.0,0.003103244707554704,1.0,1.0,,,,,,
498,23834,498,0.003702679923829848,1.0,1.0,,,,,,,,,
499,23867,499,0.005541484779618031,1.0,1.0,,,,,,,,,
500,23900,500,0.005214432409935057,1.0,1.0,,,,,,,,,
501,23925,501,0.0019390572062438116,1.0,1.0,,,,,,,,,
502,23990,502,0.006657855856123263,1.0,1.0,,,,,,,,,
503,24031,503,0.005829024780737201,1.0,1.0,,,,,,,,,
504,24056,504,0.006175469648775713,1.0,1.0,,,,,,,,,
505,24097,505,0.0038455014436263473,1.0,1.0,0.0036590021965975696,1.0,1.0,,,,,,
506,24138,506,0.006219480526445978,1.0,1.0,,,,,,,,,
507,24179,507,0.006098381495399053,1.0,1.0,,,,,,,,,
508,24204,508,0.007283948691612066,1.0,1.0,,,,,,,,,
509,24229,509,0.002395971716434815,1.0,1.0,,,,,,,,,
510,24302,510,0.029476810715614192,1.0,1.0,,,,,,,,,
511,24375,511,0.03041542010091386,1.0,1.0,,,,,,,,,
512,24416,512,0.005799273666939143,1.0,1.0,,,,,,,,,
513,24441,513,0.005022879587259012,1.0,1.0,0.006547132338243102,1.0,1.0,,,,,,
514,24482,514,0.0163119795171624,1.0,1.0,,,,,,,,,
515,24523,515,0.005791362401192259,1.0,1.0,,,,,,,,,
516,24644,516,0.038940206215442544,1.0,1.0,,,,,,,,,
517,24709,517,0.01761021553312844,1.0,1.0,,,,,,,,,
518,24742,518,0.0013513698613417094,1.0,1.0,,,,,,,,,
519,24783,519,0.0029700993190883767,1.0,1.0,,,,,,,,,
520,24808,520,0.003247842869454871,1.0,1.0,,,,,,,,,
521,24849,521,0.0045765779717933126,1.0,1.0,0.012771317202601723,1.0,1.0,,,,,,
522,24938,522,0.006073696234293493,1.0,1.0,,,,,,,,,
523,24979,523,0.005132250493824587,1.0,1.0,,,,,,,,,
524,25020,524,0.003921822247708833,1.0,1.0,,,,,,,,,
525,25061,525,0.0035924963277687142,1.0,1.0,,,,,,,,,
526,25086,526,0.00283525526045499,1.0,1.0,,,,,,,,,
527,25127,527,0.0030496149844513815,1.0,1.0,,,,,,,,,
528,25160,528,0.002263123477607678,1.0,1.0,,,,,,,,,
529,25185,529,0.0045095226738976635,1.0,1.0,0.0018520656340744303,1.0,1.0,,,,,,
530,25218,530,0.0058128219632149584,1.0,1.0,,,,,,,,,
531,25243,531,0.00197971886399273,1.0,1.0,,,,,,,,,
532,25268,532,0.002230205244842788,1.0,1.0,,,,,,,,,
533,25293,533,0.007282811450522786,1.0,1.0,,,,,,,,,
534,25358,534,0.0054789967322227545,1.0,1.0,,,,,,,,,
535,25439,535,0.021891684533620268,1.0,1.0,,,,,,,,,
536,25504,536,0.005303770605250975,1.0,1.0,,,,,,,,,
537,25529,537,0.002014399528134163,1.0,1.0,0.0042794912586691675,1.0,1.0,,,,,,
538,25562,538,0.002943645314093857,1.0,1.0,,,,,,,,,
539,25587,539,0.0018909434367689452,1.0,1.0,,,,,,,,,
540,25612,540,0.0021647153882243704,1.0,1.0,,,,,,,,,
541,25645,541,0.006050590580967139,1.0,1.0,,,,,,,,,
542,25678,542,0.0033984149457842255,1.0,1.0,,,,,,,,,
543,25703,543,0.004811875453335688,1.0,1.0,,,,,,,,,
544,25728,544,0.004672682977889811,1.0,1.0,,,,,,,,,
545,25753,545,0.040968753699232814,0.0,0.0,0.004558271169915428,1.0,1.0,,,,,,
546,25866,546,0.04114297590619628,1.0,1.0,,,,,,,,,
547,25907,547,0.0026330222110076567,1.0,1.0,,,,,,,,,
548,25932,548,0.008056314813032942,1.0,1.0,,,,,,,,,
549,25965,549,0.005396297170821356,1.0,1.0,,,,,,,,,
550,26054,550,0.004538955895886829,1.0,1.0,,,,,,,,,
551,26119,551,0.01757690426377849,1.0,1.0,,,,0.97826087474823,0.9714285714285714,1.0,0.9975490196078431,0.999147305981216,0.9855072463768115
552,26160,552,0.013831619186128595,1.0,1.0,,,,,,,,,
553,26201,553,0.0034254586723514537,1.0,1.0,0.008426652172658273,1.0,1.0,,,,,,
554,26226,554,0.00341066106762355,1.0,1.0,,,,,,,,,
555,26259,555,0.008006247479813738,1.0,1.0,,,,,,,,,
556,26300,556,0.005676790891738619,1.0,1.0,,,,,,,,,
557,26341,557,0.005004796889145837,1.0,1.0,,,,,,,,,
558,26366,558,0.010027413435147233,1.0,1.0,,,,,,,,,
559,26399,559,0.004296689486836556,1.0,1.0,,,,,,,,,
560,26440,560,0.004505495261534521,1.0,1.0,,,,,,,,,
561,26473,561,0.006024071594807481,1.0,1.0,0.00201452387670732,1.0,1.0,,,,,,
562,26498,562,0.0033772755150941218,1.0,1.0,,,,,,,,,
563,26531,563,0.0012674026753745694,1.0,1.0,,,,,,,,,
564,26596,564,0.0037556562418396312,1.0,1.0,,,,,,,,,
565,26621,565,0.005599753787028779,1.0,1.0,,,,,,,,,
566,26654,566,0.002312305997482511,1.0,1.0,,,,,,,,,
567,26687,567,0.0073554601565973595,1.0,1.0,,,,,,,,,
568,26728,568,0.0038110892817176142,1.0,1.0,,,,,,,,,
569,26753,569,0.002603204145544661,1.0,1.0,0.003431684652123437,1.0,1.0,,,,,,
570,26786,570,0.002286822066678269,1.0,1.0,,,,,,,,,
571,26851,571,0.003398716106238738,1.0,1.0,,,,,,,,,
572,26916,572,0.01528584834675371,1.0,1.0,,,,,,,,,
573,26957,573,0.0026017046176115316,1.0,1.0,,,,,,,,,
574,26998,574,0.003980031256530766,1.0,1.0,,,,,,,,,
575,27063,575,0.003080047596640441,1.0,1.0,,,,,,,,,
576,27096,576,0.0014191712232921817,1.0,1.0,,,,,,,,,
577,27137,577,0.0027430418360495424,1.0,1.0,0.07943665660214899,0.0,0.0,,,,,,
578,27202,578,0.01588205919491429,1.0,1.0,,,,,,,,,
579,27235,579,0.006097173654818561,1.0,1.0,,,,,,,,,
580,27316,580,0.013398075245790095,1.0,1.0,,,,,,,,,
581,27349,581,0.006501001887005202,1.0,1.0,,,,,,,,,
582,27382,582,0.006148814943287633,1.0,1.0,,,,,,,,,
583,27423,583,0.0022625561114754194,1.0,1.0,,,,,,,,,
584,27520,584,0.02587177884219007,1.0,1.0,,,,,,,,,
585,27553,585,0.00427734150788595,1.0,1.0,0.01190931943495305,1.0,1.0,,,,,,
586,27642,586,0.003979477948081777,1.0,1.0,,,,,,,,,
587,27675,587,0.00523442531635311,1.0,1.0,,,,,,,,,
588,27700,588,0.004187755111752267,1.0,1.0,,,,,,,,,
589,27749,589,0.007824519231317783,1.0,1.0,,,,,,,,,
590,27774,590,0.002154234060495052,1.0,1.0,,,,,,,,,
591,27815,591,0.004621449108847628,1.0,1.0,,,,,,,,,
592,27848,592,0.0014139314450412144,1.0,1.0,,,,,,,,,
593,27889,593,0.0022663614025283324,1.0,1.0,0.0070322001175645715,1.0,1.0,,,,,,
594,27922,594,0.0058935468012361976,1.0,1.0,,,,,,,,,
595,27955,595,0.003369732270692509,1.0,1.0,,,,,,,,,
596,27980,596,0.003596647399619997,1.0,1.0,,,,,,,,,
597,28005,597,0.002301241029939926,1.0,1.0,,,,,,,,,
598,28054,598,0.006531533787848881,1.0,1.0,,,,,,,,,
599,28095,599,0.003337418648904532,1.0,1.0,,,,,,,,,
600,28128,600,0.0035513282102157006,1.0,1.0,,,,,,,,,
601,28169,601,0.003965859641060888,1.0,1.0,0.0029647432636147643,1.0,1.0,,,,,,
602,28194,602,0.0019383963347278648,1.0,1.0,,,,,,,,,
603,28283,603,0.003140089869592141,1.0,1.0,,,,,,,,,
604,28324,604,0.00486154903698423,1.0,1.0,,,,,,,,,
605,28365,605,0.0047934978819980075,1.0,1.0,,,,,,,,,
606,28390,606,0.0017501254036809161,1.0,1.0,,,,,,,,,
607,28463,607,0.026914087987066876,1.0,1.0,,,,,,,,,
608,28488,608,0.006668408524456785,1.0,1.0,,,,,,,,,
609,28513,609,0.0021966585724375893,1.0,1.0,0.013416350759023317,1.0,1.0,,,,,,
610,28634,610,0.038277191446451905,1.0,1.0,,,,,,,,,
611,28675,611,0.002962599695743052,1.0,1.0,,,,,,,,,
612,28700,612,0.0035731438272722468,1.0,1.0,,,,,,,,,
613,28781,613,0.012750156347203757,1.0,1.0,,,,,,,,,
614,28894,614,0.04075062133523626,1.0,1.0,,,,,,,,,
615,28935,615,0.0025724531672885863,1.0,1.0,,,,,,,,,
616,28960,616,0.0016636215113021535,1.0,1.0,,,,,,,,,
617,29049,617,0.0031745547367716593,1.0,1.0,0.023367196398148285,1.0,1.0,,,,,,
618,29074,618,0.001677857279321415,1.0,1.0,,,,,,,,,
619,29115,619,0.003383217667768804,1.0,1.0,,,,,,,,,
620,29188,620,0.028924054000064342,1.0,1.0,,,,,,,,,
621,29413,621,0.02791685022120451,1.0,1.0,,,,,,,,,
622,29534,622,0.03817232866789315,1.0,1.0,,,,,,,,,
623,29567,623,0.002411996990649641,1.0,1.0,,,,,,,,,
624,29592,624,0.003964523364211344,1.0,1.0,,,,,,,,,
625,29681,625,0.0030841385877267225,1.0,1.0,0.027998152176969146,1.0,1.0,,,,,,
626,29722,626,0.002293454506116632,1.0,1.0,,,,,,,,,
627,29763,627,0.005469170892400826,1.0,1.0,,,,,,,,,
628,29804,628,0.002298949975292544,1.0,1.0,,,,,,,,,
629,29845,629,0.0034687674441392746,1.0,1.0,,,,,,,,,
630,29878,630,0.002530964562582483,1.0,1.0,,,,,,,,,
631,29911,631,0.004269581710612016,1.0,1.0,,,,,,,,,
632,29952,632,0.005287030302905578,1.0,1.0,,,,,,,,,
633,29985,633,0.0033607394386157806,1.0,1.0,0.0026687447445783623,1.0,1.0,,,,,,
634,30010,634,0.0014693371871582408,1.0,1.0,,,,,,,,,
635,30043,635,0.0031539440315046367,1.0,1.0,,,,,,,,,
636,30076,636,0.0030359581355645557,1.0,1.0,,,,,,,,,
637,30101,637,0.0014814399549914015,1.0,1.0,,,,,,,,,
638,30142,638,0.0038873985496336444,1.0,1.0,,,,,,,,,
639,30175,639,0.0024085507500024054,1.0,1.0,,,,,,,,,
640,30208,640,0.0021334698368809767,1.0,1.0,,,,,,,,,
641,30249,641,0.003652064207110925,1.0,1.0,0.006725433730568967,1.0,1.0,,,,,,
642,30314,642,0.03416673927120598,0.0,0.0,,,,,,,,,
643,30355,643,0.004086532553790122,1.0,1.0,,,,,,,,,
644,30388,644,0.002299366494357855,1.0,1.0,,,,,,,,,
645,30413,645,0.0017982698780302068,1.0,1.0,,,,,,,,,
646,30438,646,0.0018251007819048938,1.0,1.0,,,,,,,,,
647,30471,647,0.0036919359401849762,1.0,1.0,,,,,,,,,
648,30496,648,0.00561342578629592,1.0,1.0,,,,,,,,,
649,30585,649,0.0025224411052725128,1.0,1.0,0.002001723699677314,1.0,1.0,,,,,,
650,30610,650,0.0014361863520245303,1.0,1.0,,,,,,,,,
651,30643,651,0.006170663640339171,1.0,1.0,,,,,,,,,
652,30684,652,0.004581734099439473,1.0,1.0,,,,,,,,,
653,30709,653,0.002163913224113306,1.0,1.0,,,,,,,,,
654,30750,654,0.0033945433870435416,1.0,1.0,,,,,,,,,
655,30775,655,0.002131028260448223,1.0,1.0,,,,,,,,,
656,30808,656,0.0037039272214381925,1.0,1.0,,,,,,,,,
657,30833,657,0.001974822690259259,1.0,1.0,0.0028021581104828784,1.0,1.0,,,,,,
658,30866,658,0.002156632485144314,1.0,1.0,,,,,,,,,
659,30891,659,0.0017080097990033968,1.0,1.0,,,,,,,,,
660,31012,660,0.038177843334056896,1.0,1.0,,,,,,,,,
661,31077,661,0.002747984222459224,1.0,1.0,,,,,,,,,
662,31166,662,0.0023493104742224923,1.0,1.0,,,,,,,,,
663,31191,663,0.008487881945835244,1.0,1.0,,,,,,,,,
664,31304,664,0.04231206878254235,1.0,1.0,,,,,,,,,
665,31361,665,0.015215694230513626,1.0,1.0,0.0013837619587805724,1.0,1.0,,,,,,
666,31490,666,0.03591513582745535,1.0,1.0,,,,,,,,,
667,31531,667,0.005085019459517483,1.0,1.0,,,,,,,,,
668,31556,668,0.001795864781023132,1.0,1.0,,,,,,,,,
669,31677,669,0.038666528565079405,1.0,1.0,,,,,,,,,
670,31710,670,0.0021584980261866345,1.0,1.0,,,,,,,,,
671,31743,671,0.008085111600470523,1.0,1.0,,,,,,,,,
672,31776,672,0.004535103148454738,1.0,1.0,,,,,,,,,
673,31809,673,0.0058906742437295646,1.0,1.0,0.006498069727926179,1.0,1.0,,,,,,
674,31834,674,0.001827985430524753,1.0,1.0,,,,,,,,,
675,31875,675,0.00364233891494115,1.0,1.0,,,,,,,,,
676,31900,676,0.001931552588011319,1.0,1.0,,,,,,,,,
677,32029,677,0.036205323013049476,1.0,1.0,,,,,,,,,
678,32054,678,0.0013846837102050812,1.0,1.0,,,,,,,,,
679,32095,679,0.0043542447196439306,1.0,1.0,,,,,,,,,
680,32120,680,0.00577771863262645,1.0,1.0,,,,,,,,,
681,32145,681,0.003957892355567859,1.0,1.0,0.021329540312391832,1.0,1.0,,,,,,
682,32186,682,0.0029775799205433353,1.0,1.0,,,,,,,,,
683,32259,683,0.027764181659045383,1.0,1.0,,,,,,,,,
684,32292,684,0.009632070107329582,1.0,1.0,,,,,,,,,
685,32317,685,0.001913364828647085,1.0,1.0,,,,,,,,,
686,32350,686,0.008256996994122261,1.0,1.0,,,,,,,,,
687,32439,687,0.002696479044664722,1.0,1.0,,,,,,,,,
688,32480,688,0.011437369231234697,1.0,1.0,,,,,,,,,
689,32521,689,0.004123384450207596,1.0,1.0,0.0013611759538904758,1.0,1.0,,,,,,
690,32554,690,0.021328601403353388,1.0,1.0,,,,,,,,,
691,32579,691,0.0019112908669925825,1.0,1.0,,,,,,,,,
692,32612,692,0.0020984052778896967,1.0,1.0,,,,,,,,,
693,32653,693,0.003886208962380579,1.0,1.0,,,,,,,,,
694,32734,694,0.02024900971205125,1.0,1.0,,,,,,,,,
695,32775,695,0.004149458056376716,1.0,1.0,,,,,,,,,
696,32800,696,0.007904861976567947,1.0,1.0,,,,,,,,,
697,32833,697,0.0030053626542559182,1.0,1.0,0.014331867724937788,1.0,1.0,,,,,,
698,32954,698,0.03846804843888004,1.0,1.0,,,,,,,,,
699,32987,699,0.004124619444397126,1.0,1.0,,,,,,,,,
700,33012,700,0.004192819879951155,1.0,1.0,,,,,,,,,
701,33037,701,0.005743955528466434,1.0,1.0,,,,,,,,,
702,33078,702,0.001999935150157285,1.0,1.0,,,,,,,,,
703,33111,703,0.008503282630630622,1.0,1.0,,,,,,,,,
704,33152,704,0.0037001522724915085,1.0,1.0,,,,,,,,,
705,33177,705,0.003087129954659531,1.0,1.0,0.012496777327306747,1.0,1.0,,,,,,
706,33210,706,0.00350194301292305,1.0,1.0,,,,,,,,,
707,33235,707,0.014080687296673014,1.0,1.0,,,,,,,,,
708,33276,708,0.00410933899247948,1.0,1.0,,,,,,,,,
709,33397,709,0.037851613223152565,1.0,1.0,,,,,,,,,
710,33510,710,0.040810033148644446,1.0,1.0,,,,,,,,,
711,33551,711,0.002418716375742591,1.0,1.0,,,,,,,,,
712,33592,712,0.003624795394367439,1.0,1.0,,,,,,,,,
713,33633,713,0.0037505140744567597,1.0,1.0,0.014227452131376592,1.0,1.0,,,,,,
714,33666,714,0.002089423445002012,1.0,1.0,,,,,,,,,
715,33771,715,0.025000065846041846,1.0,1.0,,,,,,,,,
716,33812,716,0.004941091954005515,1.0,1.0,,,,,,,,,
717,33845,717,0.0027349276239888812,1.0,1.0,,,,,,,,,
718,33886,718,0.005136407480595339,1.0,1.0,,,,,,,,,
719,33919,719,0.0019504698773107519,1.0,1.0,,,,,,,,,
720,33952,720,0.0019459015358324907,1.0,1.0,,,,,,,,,
721,33993,721,0.00907403369688086,1.0,1.0,0.003248707907472029,1.0,1.0,,,,,,
722,34018,722,0.0018039287319637268,1.0,1.0,,,,,,,,,
723,34043,723,0.0038322164314018884,1.0,1.0,,,,,,,,,
724,34108,724,0.0026914926717658714,1.0,1.0,,,,,,,,,
725,34229,725,0.038918225287749464,1.0,1.0,,,,,,,,,
726,34270,726,0.0032807265786382236,1.0,1.0,,,,,,,,,
727,34383,727,0.04014369331250983,1.0,1.0,,,,,,,,,
728,34424,728,0.0024898565655033598,1.0,1.0,,,,,,,,,
729,34457,729,0.0020895211450579153,1.0,1.0,0.0018949493887492016,1.0,1.0,,,,,,
730,34570,730,0.04094184044472123,1.0,1.0,,,,,,,,,
731,34595,731,0.004170812957869808,1.0,1.0,,,,,,,,,
732,34620,732,0.002500022928001897,1.0,1.0,,,,,,,,,
733,34661,733,0.0037272271053777786,1.0,1.0,,,,0.97826087474823,0.9714285714285714,1.0,0.9975490196078431,0.999147305981216,0.9855072463768115

